lat,lng,area,year_bulit,price
37.5181246,126.9150112,20.14,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,20.67,2003,12000
37.5181246,126.9150112,20.14,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,20.67,2003,12000
37.5181246,126.9150112,20.67,2003,12000
37.5181246,126.9150112,20.14,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,20.67,2003,12000
37.5181246,126.9150112,20.67,2003,12000
37.5181246,126.9150112,20.67,2003,12000
37.5181246,126.9150112,20.14,2003,12000
37.5179804,126.9019353,48.29,2013,39200
37.5237158,126.9092082,24.69,2002,8300
37.524215,126.9085378,26.64,2002,8500
37.524215,126.9085378,25.81,2002,8200
37.527467,126.9040171,19.86,2014,14400
37.527467,126.9040171,19.86,2014,14000
37.5415249,126.9724597,34.11,2004,21750
37.5383795,126.9690735,28.23,2004,16800
37.5361387,126.9692115,68.41,2007,43000
37.5366161,126.9685241,46.29,2007,34750
37.5366161,126.9685241,46.29,2007,35200
37.5549556,126.9684211,27.95,2004,22750
37.5549556,126.9684211,28.79,2004,24800
37.5409778,126.9703501,25.19,2004,15000
37.5409778,126.9703501,25.19,2004,16700
37.5333142,126.9576723,38.12,2003,12800
37.5365446,126.9727173,33.6,2005,28000
37.5365446,126.9727173,37.26,2005,30000
37.5365446,126.9727173,36.13,2005,27800
37.5276636,126.9687959,49.85,2012,48500
37.5276636,126.9687959,49.98,2012,50500
37.5315324,126.9690892,35.28,2004,19900
37.5322446,126.969796,30.35,2005,21900
37.5322446,126.969796,30.29,2005,24300
37.5501107,126.9821335,34.38,1990,13500
37.5501107,126.9821335,34.38,1990,12800
37.6025189,126.9278302,59.89,2011,22000
37.6033359,126.9345473,20.51,2003,11900
37.6033359,126.9345473,20.36,2003,12000
37.6219396,126.9201465,12.63,2003,7200
37.619961,126.9241778,38.9,2014,18000
37.619961,126.9241778,18.84,2014,9900
37.5967515,126.9102728,57.86,2008,17500
37.6017898,126.9155405,33.97,2002,12000
37.6001774,126.9357967,38.54,2002,12000
37.5984098,126.92002,17.05,2002,7300
37.5995443,126.918808,31.06,2003,11800
37.6332454,126.9202626,24.91,2013,15000
37.6324344,126.9198138,29.79,2013,16400
37.6316383,126.9198712,23.19,2015,14100
37.608102,126.9565605,31.05,1989,12000
37.5717553,126.9888993,28.69,2004,15000
37.5739753,126.9713051,32.43,2004,28000
37.5734376,126.9732835,37.56,2004,28800
37.5734376,126.9732835,33.0,2004,25800
37.5734376,126.9732835,37.56,2004,28100
37.5734376,126.9732835,58.92,2004,41500
37.5723155,126.989868,40.96,1991,17300
37.5744413,126.9689428,39.54,2008,33000
37.5738673,127.016248,39.6,2004,25000
37.5737522,127.0223811,24.65,2013,13500
37.5735446,127.0216849,22.44,2013,12500
37.5735446,127.0216849,22.44,2013,12000
37.5697325,126.974885,43.83,2005,38000
37.5697325,126.974885,43.83,2005,38000
37.576181,127.0003706,26.52,2001,15000
37.5754376,127.0018485,21.49,2014,17500
37.5704613,126.9798204,36.23,2007,30500
37.5704613,126.9798204,45.41,2007,37000
37.5725494,127.0153126,30.84,1996,11500
37.5725494,127.0153126,30.84,1996,12000
37.6049119,126.9647665,23.4,2003,9150
37.5747903,127.0013729,32.27,2003,15800
37.5648776,127.0052677,26.22,1999,12000
37.5648776,127.0052677,42.56,1999,15500
37.5648776,127.0052677,22.14,1999,9700
37.5550196,126.9672332,27.7,2005,21000
37.5550196,126.9672332,27.74,2005,20000
37.5635566,126.9703682,41.14,2016,35300
37.5691618,127.0147368,37.58,2006,28000
37.5665698,127.0033016,25.49,2005,17000
37.5665733,127.0019011,20.18,2004,12800
37.5665733,127.0019011,19.92,2004,14000
37.5671166,127.001797,21.49,2003,11300
37.5671166,127.001797,43.88,2003,22800
37.5643082,126.968413,126.59,2003,48000
37.5653022,126.9679455,29.48,2005,20800
37.5604196,126.9684743,68.04,2006,44000
37.5634361,126.9999466,37.07,2016,31000
37.5663988,127.0232626,22.52,2014,16200
37.5656302,127.022645,23.82,2004,15500
37.5662087,127.0232951,25.05,2004,12700
37.5658203,127.0170088,22.33,2013,16350
37.5658612,127.0154616,19.92,2014,16500
37.5668617,127.0171107,59.91,2014,42388
37.5668617,127.0171107,79.25,2014,54976
37.5957123,127.0933752,18.03,2012,9500
37.5973414,127.0934721,59.28,2008,26500
37.5973414,127.0934721,59.29,2008,27000
37.5865927,127.0943523,28.18,2002,7500
37.5865927,127.0943523,25.76,2002,7300
37.5872227,127.0867321,17.01,2013,8900
37.5970957,127.0911938,32.48,2003,13000
37.5970957,127.0911938,30.88,2003,14300
37.6162807,127.092654,38.7,2003,15500
37.5944914,127.0759035,22.21,2012,10800
